year,depth,transect,replicate,number,biomass,species_level,phylum_order,area,totalsample_count,density_m2,yearly_temp_avg
2016,8,A,2,4,0.0011,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,8,A,2,1,5e-5,Dero spp.,Oligochaeta,0.107,NA,NA,15.308
2016,8,A,2,2,5e-5,Uncinais uncinata,Oligochaeta,0.107,NA,NA,15.308
2016,8,A,3,10,0.0081,Polypedilum spp.,Diptera,0.107,NA,NA,15.308
2016,8,A,3,2,0.0029,Tribelos spp.,Diptera,0.107,NA,NA,15.308
2016,8,A,3,3,2e-4,Cladotanytarsus spp.,Diptera,0.107,NA,NA,15.308
2016,8,A,3,1,5e-5,Tanytarsus spp.,Diptera,0.107,NA,NA,15.308
2016,8,A,3,4,0.0035,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,8,A,3,8,0.0019,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,8,A,3,1,1e-4,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,15.308
2016,8,A,3,1,1e-4,Dero spp.,Oligochaeta,0.107,NA,NA,15.308
2016,8,A,3,1,5e-5,Uncinais uncinata,Oligochaeta,0.107,NA,NA,15.308
2016,10,A,2,4,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,10,A,2,6,5e-5,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,15.308
2016,10,A,3,3,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,10,A,3,5,5e-5,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,15.308
2016,1,B,1,1,5e-5,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,15.308
2016,1,B,1,1,5e-5,Dero spp.,Oligochaeta,0.107,NA,NA,15.308
2016,1,B,1,2,5e-5,Unknown Nematoda,Nematoda,0.107,NA,NA,15.308
2016,1,B,1,1,8e-4,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,1,B,2,1,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,1,B,2,2,5e-5,Dero spp.,Oligochaeta,0.107,NA,NA,15.308
2016,1,B,2,2,5e-5,Unknown Nematoda,Nematoda,0.107,NA,NA,15.308
2016,1,B,3,1,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,1,B,3,1,5e-5,Dero spp.,Oligochaeta,0.107,NA,NA,15.308
2016,1,B,3,1,5e-5,Unknown Nematoda,Nematoda,0.107,NA,NA,15.308
2016,1,B,3,1,5e-5,Cladotanytarsus spp.,Diptera,0.107,NA,NA,15.308
2016,1,B,3,1,2e-4,Unknown Chironomini,Diptera,0.107,NA,NA,15.308
2016,3,B,1,1,5e-5,Cladopelma spp.,Diptera,0.107,NA,NA,15.308
2016,3,B,1,3,0.0013,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,3,B,1,5,3e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,3,B,1,3,5e-5,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,15.308
2016,3,B,2,2,5e-5,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,15.308
2016,3,B,2,1,5e-5,Unknown Nematoda,Nematoda,0.107,NA,NA,15.308
2016,3,B,3,19,0.0017,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,3,B,3,6,6e-4,Aulodrilus pluriseta,Oligochaeta,0.107,NA,NA,15.308
2016,3,B,3,11,0.0063,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,3,B,3,1,5e-5,Cladotanytarsus spp.,Diptera,0.107,NA,NA,15.308
2016,5,B,1,1,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,5,B,2,1,5e-5,Aulodrilus pluriseta,Oligochaeta,0.107,NA,NA,15.308
2016,5,B,2,2,0.0021,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,5,B,3,6,0.0099,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,5,B,3,7,7e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,10,B,1,1,5e-5,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,15.308
2016,10,B,2,1,5e-5,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,15.308
2016,10,B,3,2,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,1,C,1,3,5e-5,Stylaria lacustris,Oligochaeta,0.107,NA,NA,15.308
2016,1,C,1,8,3e-4,Uncinais uncinata,Oligochaeta,0.107,NA,NA,15.308
2016,1,C,1,1,5e-5,Polypedilum halterale sp. grp.,Diptera,0.107,NA,NA,15.308
2016,1,C,1,2,5e-5,Cladotanytarsus spp.,Diptera,0.107,NA,NA,15.308
2016,1,C,1,1,0.002,Cryptochironomus spp.,Diptera,0.107,NA,NA,15.308
2016,1,C,2,12,8e-4,Cladotanytarsus spp.,Diptera,0.107,NA,NA,15.308
2016,1,C,2,2,5e-5,Polypedilum spp.,Diptera,0.107,NA,NA,15.308
2016,1,C,2,1,6e-4,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,1,C,2,3,5e-5,Nais spp.,Oligochaeta,0.107,NA,NA,15.308
2016,1,C,2,5,5e-5,Stylaria lacustris,Oligochaeta,0.107,NA,NA,15.308
2016,1,C,2,24,0.0011,Uncinais uncinata,Oligochaeta,0.107,NA,NA,15.308
2016,1,C,2,2,7e-4,Unknown Nematoda,Nematoda,0.107,NA,NA,15.308
2016,1,C,3,1,4e-4,Cryptochironomus spp.,Diptera,0.107,NA,NA,15.308
2016,1,C,3,15,6e-4,Cladotanytarsus spp.,Diptera,0.107,NA,NA,15.308
2016,1,C,3,2,3e-4,Polypedilum halterale sp. grp.,Diptera,0.107,NA,NA,15.308
2016,1,C,3,5,3e-4,Nais spp.,Oligochaeta,0.107,NA,NA,15.308
2016,1,C,3,10,3e-4,Uncinais uncinata,Oligochaeta,0.107,NA,NA,15.308
2016,1,C,3,4,5e-5,Stylaria lacustris,Oligochaeta,0.107,NA,NA,15.308
2016,1,C,3,1,5e-5,Unknown Nematoda,Nematoda,0.107,NA,NA,15.308
2016,3,C,1,2,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,3,C,1,1,8e-4,Polypedilum spp.,Diptera,0.107,NA,NA,15.308
2016,3,C,1,2,0.0018,Tribelos spp.,Diptera,0.107,NA,NA,15.308
2016,3,C,1,1,5e-5,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,3,C,2,1,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,3,C,2,1,5e-5,Aulodrilus limnobius,Oligochaeta,0.107,NA,NA,15.308
2016,3,C,2,1,5e-5,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,15.308
2016,3,C,3,1,5e-5,Cladotanytarsus spp.,Diptera,0.107,NA,NA,15.308
2016,3,C,3,1,5e-5,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,3,C,3,2,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,3,C,3,1,5e-5,Unknown Nematoda,Nematoda,0.107,NA,NA,15.308
2016,5,C,1,1,4e-4,Gyraulus spp.,Gastropoda,0.107,NA,NA,15.308
2016,5,C,1,4,0.0023,Polypedilum spp.,Diptera,0.107,NA,NA,15.308
2016,5,C,1,8,0.0055,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,5,C,1,1,5e-5,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,15.308
2016,5,C,1,1,5e-5,Dero spp.,Oligochaeta,0.107,NA,NA,15.308
2016,5,C,2,13,0.0027,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,5,C,2,4,0.001,Polypedilum spp.,Diptera,0.107,NA,NA,15.308
2016,5,C,2,1,5e-5,Stictochironomus spp.,Diptera,0.107,NA,NA,15.308
2016,5,C,2,8,0.0028,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,5,C,2,1,0.0022,Gyraulus spp.,Gastropoda,0.107,NA,NA,15.308
2016,5,C,2,7,0.0028,Polypedilum spp.,Diptera,0.107,NA,NA,15.308
2016,5,C,2,2,5e-5,Polypedilum halterale sp. grp.,Diptera,0.107,NA,NA,15.308
2016,5,C,2,2,0.001,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,5,C,2,1,5e-5,Cladotanytarsus spp.,Diptera,0.107,NA,NA,15.308
2016,5,C,2,7,0.0013,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,8,C,1,1,5e-5,Cladotanytarsus spp.,Diptera,0.107,NA,NA,15.308
2016,8,C,1,4,0.0033,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,8,C,1,8,0.0013,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,8,C,1,1,2e-4,Aulodrilus pluriseta,Oligochaeta,0.107,NA,NA,15.308
2016,8,C,2,2,0.001,Polypedilum spp.,Diptera,0.107,NA,NA,15.308
2016,8,C,2,1,9e-4,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,8,C,2,4,0.0014,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,8,C,3,4,0.0029,Procladius spp.,Diptera,0.107,NA,NA,15.308
2016,8,C,3,3,7e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,15.308
2016,8,C,3,1,3e-4,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,15.308
2017,5,A,3,1,5e-5,Cladopelma spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,A,3,3,5e-5,Polypedilum spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,A,3,14,0.0058,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,A,3,1,0.009,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,A,1,1,5e-5,Aulodrilus pluriseta,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,8,A,1,1,5e-4,Parachironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,A,1,3,3e-4,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,A,1,2,0.0047,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,A,1,1,0.0018,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,A,1,1,1e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,10,A,2,2,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,10,A,2,1,5e-5,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,10,A,2,1,2e-4,Aulodrilus pluriseta,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,10,A,3,4,0.0013,Cladopelma spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,1,2,1e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,1,B,1,7,4e-4,Nais spp.,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,1,B,1,14,5e-4,Unknown Nematoda,Nematoda,0.107,NA,NA,16.00675159235669
2017,1,B,1,3,0.008,Cryptochironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,1,6,0.0028,Dicrotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,1,1,6e-4,Endochironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,1,1,0.0084,Glyptotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,1,1,8e-4,Parachironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,1,1,2e-4,Polypedilum spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,1,11,0.0015,Cladotanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,1,3,6e-4,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,2,9,0.0013,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,1,B,2,7,2e-4,Nais spp.,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,1,B,2,6,0.0035,Ophidonais serpentina,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,1,B,2,1,5e-5,Stylaria lacustris,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,1,B,2,1,3e-4,Cladopelma spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,2,5,0.0145,Cryptochironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,2,6,5e-4,Dicrotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,2,4,0.0028,Parachironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,2,1,0.0064,Glyptotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,2,1,5e-5,Cryptotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,2,2,9e-4,Polypedilum spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,2,1,5e-4,Ablabesmyia spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,2,19,0.0016,Cladotanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,3,17,0.0029,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,1,B,3,30,0.0019,Nais spp.,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,1,B,3,5,0.0014,Uncinais uncinata,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,1,B,3,7,5e-5,Stylaria lacustris,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,1,B,3,7,5e-5,Unknown Nematoda,Nematoda,0.107,NA,NA,16.00675159235669
2017,1,B,3,1,5e-5,Cladopelma spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,3,2,0.0012,Cryptochironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,3,4,2e-4,Dicrotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,3,2,0.006,Glyptotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,3,2,8e-4,Parachironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,3,3,5e-5,Polypedilum spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,3,1,5e-5,Polypedilum halterale sp. grp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,3,2,5e-5,Stictochironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,3,30,0.0018,Cladotanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,3,2,4e-4,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,3,1,7e-4,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,1,B,3,1,2e-4,Cricotopus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,1,6,2e-4,Dicrotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,1,15,5e-4,Polypedilum spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,1,5,0.0012,Polypedilum halterale sp. grp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,1,2,2e-4,Cryptotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,1,3,2e-4,Cladotanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,1,9,0.0033,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,1,8,0.0111,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,2,9,0.0016,Aulodrilus pluriseta,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,3,B,2,3,0.0018,Cladopelma spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,2,1,0.0014,Cryptochironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,2,7,9e-4,Dicrotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,2,14,8e-4,Polypedilum spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,2,3,4e-4,Cladotanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,2,14,0.0048,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,2,6,0.0083,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,3,1,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,3,B,3,2,2e-4,Aulodrilus pluriseta,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,3,B,3,3,0.0015,Cladopelma spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,3,1,0.0021,Cryptochironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,3,2,6e-4,Dicrotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,3,1,5e-5,Polypedilum spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,3,2,3e-4,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,3,1,4e-4,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,B,1,5,5e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,5,B,1,3,1e-4,Aulodrilus pluriseta,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,5,B,1,1,5e-5,Nais spp.,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,5,B,1,1,5e-5,Cladopelma spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,B,1,1,0.0012,Cryptochironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,B,1,1,2e-4,Parachironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,B,1,5,0.0016,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,B,1,1,0.0011,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,B,2,6,5e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,5,B,2,3,5e-4,Aulodrilus pluriseta,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,5,B,2,2,5e-5,Cladopelma spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,B,2,1,0.0011,Cryptochironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,B,2,3,8e-4,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,B,2,2,0.0014,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,B,3,5,0.0012,Cladopelma spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,B,3,1,2e-4,Dicrotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,B,3,1,5e-5,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,B,3,6,0.0027,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,B,3,3,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,5,B,3,17,0.0022,Aulodrilus pluriseta,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,8,B,1,1,1e-4,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,B,1,1,0.0042,Clinotanypus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,B,2,3,0.0102,Clinotanypus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,B,2,1,0.0035,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,B,3,1,5e-5,Dero spp.,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,8,B,3,1,5e-5,Nais spp.,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,8,B,3,1,0.001,Clinotanypus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,B,3,6,0.0081,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,B,1,21,0.0014,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,10,B,1,15,0.0016,Cladopelma spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,B,1,1,7e-4,Cryptochironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,B,1,1,8e-4,Endochironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,B,1,1,2e-4,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,B,1,1,6e-4,Clinotanypus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,B,1,5,0.006,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,B,2,3,5e-4,Cladopelma spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,B,2,3,0.0042,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,B,2,3,5e-4,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,10,B,2,6,3e-4,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,10,B,2,2,2e-4,Unknown Nematoda,Nematoda,0.107,NA,NA,16.00675159235669
2017,10,B,3,1,1e-4,Cladopelma spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,B,3,1,0.0037,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,B,3,1,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,3,B,1,1,6e-4,Endochironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,1,19,0.0024,Dicrotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,1,6,0.0046,Parachironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,1,3,3e-4,Polypedilum spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,1,1,1e-4,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,1,1,1e-4,Cricotopus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,2,2,8e-4,Cladopelma spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,2,2,0.0015,Cryptochironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,2,12,0.0018,Dicrotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,2,3,6e-4,Parachironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,2,1,5e-5,Polypedilum spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,2,1,5e-5,Cladotanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,2,3,4e-4,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,2,4,0.0039,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,3,1,0.0023,Cryptochironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,3,3,3e-4,Cladopelma spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,3,27,0.0056,Dicrotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,3,21,0.0093,Parachironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,3,6,0.0011,Polypedilum spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,3,3,5e-4,Cladotanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,3,6,0.0016,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,3,6,0.003,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,3,B,3,17,0.0041,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,3,B,3,2,5e-4,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,3,B,3,2,3e-4,Stylaria lacustris,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,5,C,1,1,5e-5,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,5,C,1,1,5e-4,Dicrotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,C,1,1,5e-5,Polypedilum spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,C,1,2,3e-4,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,C,1,1,2e-4,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,C,2,2,5e-5,Dicrotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,C,2,2,5e-4,Parachironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,C,2,1,5e-5,Polypedilum spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,C,2,1,5e-5,Cladotanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,C,2,1,2e-4,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,C,2,4,0.001,Unknown Tubificinae,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,5,C,2,7,4e-4,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,5,C,2,1,5e-5,Slavina appendiculata,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,5,C,3,1,5e-5,Dicrotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,C,3,1,2e-4,Polypedilum spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,5,C,3,1,2e-4,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,C,1,1,5e-5,Cladopelma spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,C,1,12,0.0017,Dicrotendipes spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,C,1,1,0.0025,Parachironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,C,1,14,0.0022,Polypedilum spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,C,1,1,5e-5,Cladotanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,C,1,2,2e-4,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,C,1,1,5e-5,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,8,C,2,1,5e-5,Cladotanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,C,2,3,5e-4,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,C,3,2,0.0016,Parachironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,C,3,3,5e-5,Polypedilum spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,C,3,1,5e-5,Paratanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,8,C,3,1,1e-4,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,C,2,1,2e-4,Cladopelma spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,C,2,1,0.001,Parachironomus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,C,2,3,0.0041,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,C,3,1,2e-4,Tanytarsus spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,C,3,1,0.0029,Procladius spp.,Diptera,0.107,NA,NA,16.00675159235669
2017,10,C,3,1,5e-5,Aulodrilus pigueti,Oligochaeta,0.107,NA,NA,16.00675159235669
2017,1,A,1,1,0.0012,Unknown Hydrobiidae,Gastropoda,0.107,NA,NA,16.00675159235669
